,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,-2.3602827,-2.300746,-2.2710931,-2.2929707,-2.3037548,-2.376145,-2.3460479,-2.3378375,-2.381397,-2.3549492,-2.3623886,-2.4116685,-2.4580169,-2.4541864,-2.440127,-2.445623,-2.4716992,-2.5110078,-2.5206518,-2.5291004,-2.5926406,-2.6170933,-2.596297,-2.5958517,-2.644999,-2.6905985,-2.6484497,-2.6798697,-2.6882095,-2.692983,-2.707656,-2.8229463,-2.769827,-2.7258732,-2.7462049,-2.7667847,-2.7533195,-2.7622364,-2.832212,-2.8552203,-2.8803294,-2.872056,-2.8929152,-2.8715496,-2.885874,-2.8914893,-2.8980515,-3.015914,-2.9505236,-2.9433005,-2.9431338,-2.9730277,-2.9465199,-2.9521828,-2.9847734,-2.9342375,-2.9844506,-3.012969,-2.9960854,-2.9731643,-3.042705,-3.0187044,-2.9413807,-3.0193696
21,-2.3386374,-2.377863,-2.3823636,-2.3201442,-2.3634677,-2.3957796,-2.3972745,-2.3488328,-2.4001567,-2.4352012,-2.407704,-2.5162227,-2.4934483,-2.4698534,-2.4810655,-2.5108752,-2.510473,-2.5473814,-2.4978712,-2.57552,-2.569302,-2.5465157,-2.5488353,-2.5671678,-2.6757684,-2.6697779,-2.6948848,-2.6678529,-2.7336397,-2.7038348,-2.7637632,-2.7283142,-2.7256246,-2.7949417,-2.837287,-2.82762,-2.7876542,-2.8152964,-2.8434122,-2.860915,-2.890504,-2.8530693,-2.8834083,-2.9320567,-3.0115705,-2.905549,-2.8605165,-2.9582562,-2.9656549,-2.953853,-3.0052643,-3.0006728,-2.9388573,-2.9969394,-2.9989336,-2.932379,-2.9585526,-2.943211,-2.9986582,-3.0254831,-3.0375962,-2.99232,-3.0476866,-3.0584397
22,-2.3777952,-2.414927,-2.3709354,-2.3982785,-2.390452,-2.4454038,-2.3661613,-2.4143062,-2.4402204,-2.4231226,-2.4518938,-2.4549725,-2.4442363,-2.4471455,-2.4212174,-2.5054321,-2.518663,-2.4989932,-2.517615,-2.5773535,-2.56794,-2.6625714,-2.609728,-2.640763,-2.6268327,-2.6416326,-2.7092435,-2.699807,-2.7091522,-2.6940663,-2.764375,-2.727891,-2.7810981,-2.7828455,-2.7979484,-2.7615342,-2.850243,-2.7800553,-2.863243,-2.8282504,-2.8943667,-2.8975437,-2.892577,-2.8795946,-2.9078872,-2.9171333,-3.0064044,-2.9344475,-2.918943,-2.9881775,-2.978434,-2.9964035,-2.973332,-2.9926107,-3.003642,-3.0330076,-2.982072,-2.9669514,-2.9959197,-3.0328279,-3.0129347,-3.0599542,-3.0813508,-3.104237
23,-2.4167755,-2.4415643,-2.4270647,-2.4522445,-2.4483843,-2.4507496,-2.5177267,-2.4439776,-2.4767115,-2.4776418,-2.5199869,-2.4416595,-2.4435856,-2.4850056,-2.5022476,-2.5112224,-2.537334,-2.5764205,-2.6065927,-2.5367794,-2.550781,-2.6343656,-2.6191273,-2.6381564,-2.6350076,-2.7146497,-2.7456024,-2.7176301,-2.7208407,-2.6883647,-2.7815785,-2.7839026,-2.7804406,-2.8336916,-2.7609837,-2.839541,-2.8104105,-2.839953,-2.8684525,-2.8217099,-2.919328,-2.8613894,-2.8643887,-2.8692033,-2.9387646,-2.8791652,-2.9193258,-2.9165955,-2.99024,-3.010284,-2.9854338,-2.9760249,-2.9815705,-3.0349617,-2.9965034,-3.0637188,-3.0880866,-3.0290027,-3.0151844,-3.0249724,-3.0064888,-3.0109954,-3.0503936,-3.0566144
24,-2.4542677,-2.411939,-2.4521055,-2.4494975,-2.4891207,-2.4757388,-2.453087,-2.4774706,-2.477943,-2.487286,-2.484136,-2.4906712,-2.521295,-2.5023353,-2.5588136,-2.5458415,-2.544135,-2.533645,-2.5810711,-2.6301713,-2.6593242,-2.6565077,-2.6532772,-2.6580014,-2.6838446,-2.736343,-2.732843,-2.7108784,-2.6960146,-2.772086,-2.756013,-2.7818499,-2.7626545,-2.8397536,-2.7566965,-2.8894575,-2.8978136,-2.9388368,-2.8189518,-2.8918366,-2.9468408,-2.972003,-2.9625614,-2.9525304,-2.9109876,-2.982831,-3.0561047,-3.0085392,-3.0851922,-3.0116525,-3.001,-2.9994223,-2.9448102,-3.0167823,-3.0573187,-3.007277,-3.024733,-3.0290895,-3.0828328,-3.0378761,-3.023436,-3.0634499,-3.0928946,-3.0744023
25,-2.46594,-2.4029608,-2.4543684,-2.4321012,-2.4393454,-2.485073,-2.4522574,-2.4668326,-2.509503,-2.5348086,-2.5168798,-2.499956,-2.4686978,-2.5163467,-2.569363,-2.5588553,-2.612928,-2.6109147,-2.5863717,-2.644138,-2.6516266,-2.6769304,-2.6396253,-2.7369592,-2.746694,-2.6832445,-2.7107573,-2.8156486,-2.7476463,-2.7809725,-2.7788875,-2.7171433,-2.80715,-2.8918145,-2.864963,-2.8056839,-2.8488002,-2.8640666,-2.8900435,-2.8638353,-2.9861495,-2.9264834,-2.9780307,-2.9153163,-2.8626578,-2.9512138,-2.9364243,-3.0142555,-2.961811,-3.0564146,-3.0245576,-3.066862,-3.0212111,-2.9925706,-3.0593047,-3.093286,-3.0192652,-3.0627885,-3.0605698,-3.0856423,-3.0663652,-3.0247931,-3.017301,-3.0381093
26,-2.4793754,-2.5008867,-2.5063164,-2.4498432,-2.4517126,-2.4927323,-2.57273,-2.5892777,-2.5880957,-2.4807594,-2.534809,-2.5934277,-2.5903563,-2.5642676,-2.5788698,-2.5775218,-2.5655944,-2.6356719,-2.5792584,-2.6261487,-2.6499763,-2.695147,-2.6333427,-2.6838138,-2.6574845,-2.7120893,-2.770832,-2.757114,-2.790889,-2.7823863,-2.7996755,-2.8467991,-2.7932048,-2.8033998,-2.8621576,-2.8060226,-2.8742542,-2.8555126,-2.8627462,-2.8711739,-2.9199276,-2.920696,-3.0421224,-2.905558,-2.9746585,-3.0032845,-3.053258,-3.032906,-3.0124102,-3.030786,-2.9932678,-3.0405579,-3.020249,-3.03405,-3.0113788,-3.1014857,-3.0633783,-3.0678387,-3.0791168,-3.0243416,-3.1385975,-3.0892873,-3.1030827,-3.0487714
27,-2.4495177,-2.535144,-2.490475,-2.4750566,-2.5334413,-2.5271823,-2.5548823,-2.529198,-2.5399494,-2.589602,-2.596537,-2.597358,-2.5602267,-2.5895634,-2.5884705,-2.613744,-2.6357973,-2.6911898,-2.6513114,-2.6201584,-2.728482,-2.7379584,-2.6568534,-2.7018936,-2.7335234,-2.7547069,-2.7096088,-2.7751296,-2.8297913,-2.7999916,-2.8195946,-2.863517,-2.8350093,-2.9033477,-2.8306165,-2.860882,-2.8824017,-2.9160607,-2.9448442,-2.952784,-2.9263167,-2.9398217,-3.0217519,-2.978882,-3.04533,-2.990438,-2.9577858,-3.0024052,-3.0320153,-3.0364833,-3.0548282,-3.0908518,-3.0880275,-3.0355215,-3.092054,-3.0125117,-3.0961094,-3.084175,-3.0946217,-3.042901,-3.061451,-3.1152835,-3.0601916,-3.1650634
28,-2.5775132,-2.5554419,-2.5131152,-2.5480235,-2.5530531,-2.506111,-2.591429,-2.579389,-2.5926685,-2.6063533,-2.6046896,-2.5840454,-2.5578685,-2.6135302,-2.5592241,-2.6256695,-2.621891,-2.6244276,-2.7269268,-2.6767855,-2.6677907,-2.702582,-2.7888575,-2.769562,-2.6694338,-2.7631423,-2.8279612,-2.7751734,-2.8427796,-2.818991,-2.7897897,-2.8238738,-2.7936957,-2.8348536,-2.8636806,-2.9065511,-2.860662,-2.8883455,-2.89572,-2.9730706,-2.9563825,-2.9614556,-2.9105635,-2.9336815,-2.9901567,-3.0708852,-3.0121608,-2.9973826,-3.017365,-3.0762882,-3.041151,-3.0754728,-3.0651646,-3.094202,-3.0547047,-3.1503968,-3.100779,-3.1318107,-3.1075773,-3.145008,-3.1553087,-3.1284442,-3.0800881,-3.0999746
29,-2.591292,-2.5895624,-2.562184,-2.6321201,-2.5640883,-2.574052,-2.5897524,-2.5915377,-2.5862956,-2.6216588,-2.5877247,-2.618664,-2.6286192,-2.6607306,-2.6210103,-2.6531832,-2.6877449,-2.680187,-2.6906524,-2.6961987,-2.7271588,-2.6674979,-2.7598953,-2.7237833,-2.715354,-2.760872,-2.7461824,-2.7901926,-2.8471313,-2.7697656,-2.8502033,-2.8334398,-2.817485,-2.9321592,-2.8855662,-2.9569228,-2.9180038,-2.907808,-2.9807181,-2.9523356,-2.9239783,-2.9830673,-3.0100055,-2.9718277,-3.0074983,-3.0509672,-3.0249887,-3.0387416,-3.0737333,-3.055838,-3.0960054,-3.050632,-3.035008,-3.1333113,-3.0988054,-3.0774984,-3.0988822,-3.1057057,-3.1415958,-3.079083,-3.1219025,-3.0889783,-3.1278324,-3.098575
30,-2.6001332,-2.6386368,-2.5487163,-2.6181931,-2.602185,-2.6292715,-2.6112382,-2.6537657,-2.6691883,-2.6727037,-2.6421285,-2.6517034,-2.6516047,-2.636398,-2.6020918,-2.659219,-2.6836045,-2.6791537,-2.6833134,-2.7247732,-2.7006094,-2.7375681,-2.7957492,-2.7645407,-2.7012553,-2.7876332,-2.8385513,-2.8290508,-2.8351846,-2.8072586,-2.865314,-2.8524315,-2.8764906,-2.916465,-2.945555,-2.909856,-2.9017622,-2.9264343,-3.0193882,-2.9673498,-2.9615958,-2.9682693,-2.9535122,-2.915421,-3.0517154,-3.0695505,-3.0297604,-3.086257,-3.0943508,-3.0673409,-3.0849614,-3.051659,-3.0805092,-3.0875716,-3.1470218,-3.1139684,-3.128666,-3.1027937,-3.119421,-3.1452594,-3.1051564,-3.166091,-3.096046,-3.1394114
